,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,age
456,Heloise,Fairpool,0,17,1976-09-07,88,5,20000,N,0,17,005 Loeprich Way,4680,1,Australia,3,1.07,1.07,1.07,1.07,455,455,0.8925,15984.0
457,Dory,Malpass,0,19,1972-08-27,184,9,40000,N,1,13,3653 Steensland Road,4103,1,Australia,8,0.48,0.6,0.6,0.6,455,455,0.8925,17456.0
458,Marcellina,Baynton,0,60,1947-03-11,149,2,1000,N,0,16,56 Comanche Terrace,3141,2,Australia,10,0.48,0.48,0.6,0.51,455,455,0.8925,26757.0
459,Gregorius,Leal,1,7,1951-04-29,184,7,40000,N,1,21,66 Merry Court,2033,0,Australia,12,0.88,1.1,1.375,1.375,455,455,0.8925,25247.0
460,Deana,Canton,0,67,1974-11-25,184,6,1000,N,1,14,92 Ludington Street,4301,1,Australia,3,0.4,0.5,0.5,0.425,455,455,0.8925,16636.0
461,Kori,Sparsholt,0,59,1940-05-19,105,9,1000,N,1,19,37 Rigney Park,2171,0,Australia,9,0.73,0.9125,1.140625,0.96953125,455,455,0.8925,29244.0
462,Lucky,Klainman,0,24,1947-11-26,35,7,1000,N,0,8,0796 Barnett Plaza,3758,2,Australia,4,1.02,1.02,1.02,0.867,455,455,0.8925,26497.0
463,Erasmus,Olenchenko,1,56,1965-02-03,153,6,1000,N,1,5,415 Rockefeller Trail,2484,0,Australia,7,0.79,0.9875,0.9875,0.839375,464,464,0.8906249999999999,20218.0
464,Carita,Sand,0,25,1977-03-20,124,7,1000,N,0,16,846 Loftsgordon Crossing,2154,0,Australia,11,0.81,0.81,1.0125,0.8606250000000001,464,464,0.8906249999999999,15790.0
465,Lynnett,Tipper,0,22,1993-08-03,145,3,20000,N,1,2,9 Ridgeview Avenue,3109,2,Australia,10,0.92,1.15,1.4375,1.4375,466,466,0.89,9810.0
466,Thorn,Stigers,1,42,1972-05-19,33,2,1000,N,0,19,6218 Delladonna Parkway,4115,1,Australia,8,1.08,1.08,1.08,0.918,466,466,0.89,17556.0
467,Lela,Billing,0,38,1970-12-17,116,9,1000,N,1,18,095 Glacier Hill Circle,2571,0,Australia,7,0.51,0.6375,0.6375,0.541875,468,468,0.8898437499999999,18075.0
468,Norah,Mapis,0,75,2000-12-09,20,0,1000,N,0,10,057 Victoria Crossing,2263,0,Australia,9,0.42,0.42,0.525,0.44625,468,468,0.8898437499999999,7125.0
469,Moina,Rosenbaum,0,50,2001-08-04,76,4,1000,N,0,14,0 Memorial Road,3109,2,Australia,10,1.07,1.07,1.3375,1.136875,468,468,0.8898437499999999,6887.0
470,Ceciley,Harg,0,50,1990-10-19,102,7,1000,N,1,4,409 Starling Lane,4172,1,Australia,7,0.49,0.6125,0.6125,0.520625,471,471,0.8875,10829.0
471,Torry,de la Valette Parisot,1,95,1967-03-14,174,8,1000,N,1,18,36963 Pierstorff Terrace,3168,2,Australia,9,0.44,0.55,0.6875,0.584375,471,471,0.8875,19449.0
472,Sigismund,Sedger,1,9,1999-11-29,7,5,40000,N,0,7,8069 Sunbrook Way,2155,0,Australia,10,0.71,0.71,0.8875,0.8875,473,473,0.884,7501.0
473,Irvine,Headon,1,99,1956-04-21,74,4,40000,N,1,20,9 Hovde Way,2322,0,Australia,5,0.68,0.8500000000000001,1.0625,1.0625,473,473,0.884,23428.0
474,Laurie,,1,31,1979-07-28,21,1,1000,N,1,15,94 Barby Lane,2210,0,Australia,10,1.0,1.25,1.5625,1.328125,475,475,0.8818749999999999,14930.0
475,Tomkin,Bernlin,1,7,2001-12-29,69,3,40000,N,1,9,0492 Kings Street,2480,0,Australia,3,0.49,0.6125,0.6125,0.6125,475,475,0.8818749999999999,6740.0
476,Genni,Fanstone,0,25,1972-07-29,16,1,1000,N,0,16,1 Fair Oaks Alley,3149,2,Australia,10,0.68,0.68,0.8500000000000001,0.7225,475,475,0.8818749999999999,17485.0
477,Blondie,,0,43,1995-10-03,14,2,20000,N,0,11,780 Norway Maple Hill,2565,0,Australia,8,0.79,0.79,0.79,0.79,478,478,0.88,9019.0
478,Aloysius,Killingsworth,1,89,1957-02-14,176,9,1000,N,0,12,625 Mandrake Junction,2145,0,Australia,9,0.9,0.9,1.125,0.9562499999999999,478,478,0.88,23129.0
479,Carola,Philler,0,73,1951-04-30,50,3,20000,N,0,15,1037 Roth Park,2145,0,Australia,7,1.05,1.05,1.05,1.05,478,478,0.88,25246.0
480,Fitzgerald,Hellikes,1,25,1979-07-28,99,3,1000,N,1,10,315 Center Park,3040,2,Australia,7,0.83,1.0375,1.0375,0.8818749999999999,478,478,0.88,14930.0
481,Ingmar,Okenden,1,97,1959-03-01,39,2,1000,N,1,8,1 Graceland Plaza,3216,2,Australia,2,0.64,0.8,1.0,0.85,478,478,0.88,22384.0
482,Tina,Dunstan,0,13,1939-03-06,5,7,40000,N,0,13,98555 Victoria Hill,2171,0,Australia,7,1.04,1.04,1.04,1.04,483,483,0.8765625,29684.0
483,Huberto,Mollatt,1,82,1961-08-27,121,9,1000,N,1,14,31121 Pierstorff Center,2770,0,Australia,7,0.93,1.1625,1.453125,1.23515625,483,483,0.8765625,21474.0
484,Georgi,,1,29,1970-01-14,20,5,20000,N,0,11,59 Garrison Terrace,3215,2,Australia,4,1.06,1.06,1.06,1.06,485,485,0.8755,18412.0
485,Adolpho,Bellerby,1,46,1944-10-25,177,2,20000,N,1,13,2763 Buhler Circle,4305,1,Australia,4,1.1,1.375,1.375,1.375,486,486,0.875,27624.0
486,Kelsey,Hatt,0,69,1966-06-27,144,2,20000,N,0,8,309 Maple Wood Pass,3930,2,Australia,6,0.86,0.86,0.86,0.86,486,486,0.875,19709.0
487,Lucien,,1,83,1966-09-14,184,2,20000,N,1,19,777 Fairfield Court,4305,1,Australia,3,0.59,0.7374999999999999,0.9218749999999999,0.9218749999999999,486,486,0.875,19630.0
488,Ariel,McCloid,1,4,1994-03-13,87,9,20000,N,1,6,99 Quincy Parkway,3630,2,Australia,1,0.68,0.8500000000000001,0.8500000000000001,0.8500000000000001,486,486,0.875,9588.0
489,Bevvy,Openshaw,0,68,1975-06-15,159,9,40000,N,1,10,902 Westend Lane,2318,0,Australia,3,0.92,1.15,1.15,1.15,486,486,0.875,16434.0
490,Alexina,Mabley,0,72,1975-10-12,180,5,1000,N,1,10,9 Rieder Junction,2573,0,Australia,9,0.85,1.0625,1.328125,1.12890625,486,486,0.875,16315.0
491,Dawn,Pyffe,0,56,1965-05-28,98,7,1000,N,0,11,734 Veith Way,3155,2,Australia,8,0.6,0.6,0.6,0.51,492,492,0.8712499999999999,20104.0
492,Claudette,Renackowna,0,55,1996-02-11,17,5,1000,N,0,2,0800 Dahle Alley,2148,0,Australia,8,0.98,0.98,0.98,0.833,492,492,0.8712499999999999,8888.0
493,Elianora,Poolton,0,15,1944-06-14,119,9,1000,N,1,21,5 Macpherson Drive,3134,2,Australia,9,0.84,1.05,1.3125,1.115625,494,494,0.867,27757.0
494,Park,,1,39,1977-11-08,102,4,40000,N,0,14,07 Boyd Drive,4350,1,Australia,7,0.59,0.59,0.59,0.59,495,495,0.86328125,15557.0
495,Anthony,Lindstrom,1,86,1997-11-01,75,2,40000,N,1,10,427 Oak Avenue,2205,0,Australia,10,0.48,0.6,0.75,0.75,495,495,0.86328125,8259.0
496,Liane,Poizer,0,59,1952-05-05,19,6,20000,N,0,13,390 Express Plaza,2076,0,Australia,11,0.89,0.89,1.1125,1.1125,495,495,0.86328125,24875.0
497,Romonda,Hallt,0,69,1960-05-09,107,9,40000,N,0,15,703 Ludington Plaza,2480,0,Australia,4,0.54,0.54,0.54,0.54,498,498,0.8606250000000001,21949.0
498,Sula,Thomann,0,56,1989-03-17,20,9,1000,N,0,6,7 Dayton Circle,2160,0,Australia,9,0.73,0.73,0.9125,0.775625,498,498,0.8606250000000001,11410.0
499,Renell,Earley,0,5,1954-10-21,39,2,1000,N,1,11,79 Manufacturers Plaza,4171,1,Australia,5,0.97,1.2125,1.2125,1.030625,500,500,0.86,23976.0
500,Cliff,Philipsson,1,82,1967-02-02,164,0,1000,N,0,16,600 Artisan Drive,3149,2,Australia,10,0.87,0.87,1.0875,0.924375,500,500,0.86,19489.0
501,Clevey,Aisthorpe,1,27,1976-09-20,146,9,1000,N,1,8,0 Veith Way,2009,0,Australia,9,0.94,1.175,1.46875,1.2484375,502,502,0.8584999999999999,15971.0
502,Cariotta,,0,10,1974-08-19,21,1,40000,N,1,17,2336 Continental Point,2527,0,Australia,7,1.06,1.325,1.325,1.325,502,502,0.8584999999999999,16734.0
503,George,Jose,1,68,1960-12-19,109,7,20000,N,1,20,535 Corben Point,4680,1,Australia,4,0.86,1.075,1.075,1.075,504,504,0.8500000000000001,21725.0
504,Kissiah,Foat,0,30,1975-09-11,76,9,1000,N,1,19,1690 Forster Place,2281,0,Australia,9,0.78,0.9750000000000001,1.21875,1.0359375,504,504,0.8500000000000001,16346.0
505,Milty,Brauninger,1,13,1945-07-10,109,9,20000,N,0,11,54 6th Trail,2640,0,Australia,7,0.69,0.69,0.69,0.69,504,504,0.8500000000000001,27366.0
506,Killian,Nettles,1,44,1980-09-01,93,9,40000,N,0,4,16 Pepper Wood Junction,3803,2,Australia,7,0.97,0.97,0.97,0.97,507,507,0.85,14529.0
507,Fredia,Favelle,0,94,1974-08-29,171,9,1000,N,1,19,4 Arapahoe Terrace,4014,1,Australia,8,0.57,0.7124999999999999,0.8906249999999999,0.7570312499999999,507,507,0.85,16724.0
508,Katleen,Arnoult,0,6,1976-11-24,175,5,1000,N,1,13,540 Farragut Avenue,2066,0,Australia,9,0.62,0.775,0.96875,0.8234374999999999,507,507,0.85,15906.0
509,Gaultiero,Fibbens,1,41,1980-03-14,82,9,40000,N,0,9,938 Bartillon Hill,2035,0,Australia,11,0.58,0.58,0.725,0.725,507,507,0.85,14700.0
510,Inglebert,Aspinal,1,4,1973-10-13,68,2,1000,N,0,11,612 Annamark Center,2176,0,Australia,8,0.46,0.46,0.46,0.391,507,507,0.85,17044.0
511,Jammal,Devenny,1,57,1999-05-14,94,7,20000,N,0,12,18 Sage Plaza,3152,2,Australia,9,0.91,0.91,1.1375,1.1375,507,507,0.85,7700.0
512,Adriane,Richardson,0,81,1976-03-10,45,5,20000,N,0,9,4 Randy Street,3070,2,Australia,8,0.55,0.55,0.6875,0.6875,513,513,0.8415,16165.0
513,Jodi,Lermit,0,94,1954-01-30,184,3,1000,N,1,10,05 Corry Center,4021,1,Australia,2,0.85,1.0625,1.328125,1.12890625,513,513,0.8415,24240.0
514,Emelia,Ackwood,0,72,1988-09-30,139,2,1000,N,1,10,1 South Street,4183,1,Australia,9,1.04,1.3,1.625,1.38125,515,515,0.839375,11578.0
515,Andee,Huke,0,91,1971-06-28,184,5,1000,N,0,9,4810 Kim Park,3858,2,Australia,2,1.08,1.08,1.35,1.1475,515,515,0.839375,17882.0
516,Isa,Fominov,1,75,2001-06-21,111,9,1000,N,1,5,80388 Ryan Place,2010,0,Australia,9,0.76,0.95,1.1875,1.009375,515,515,0.839375,6931.0
517,Zabrina,Margram,0,87,1964-05-15,184,5,20000,N,1,11,1092 Kinsman Parkway,4053,1,Australia,8,0.71,0.8875,1.109375,1.109375,515,515,0.839375,20482.0
518,Maddalena,Angood,0,79,1999-07-28,184,5,40000,N,0,12,1 Bluejay Court,2320,0,Australia,4,0.86,0.86,0.86,0.86,515,515,0.839375,7625.0
519,Sofie,Worsfold,0,87,1954-10-06,65,7,1000,N,1,9,7 Maple Wood Plaza,4125,1,Australia,6,1.1,1.375,1.71875,1.4609375,520,520,0.8375,23991.0
520,Elmira,Vasilyev,0,33,1951-10-14,143,5,20000,N,0,12,12 Eastlawn Terrace,2007,0,Australia,9,0.76,0.76,0.95,0.95,520,520,0.8375,25079.0
521,Free,Rowland,1,42,1956-05-17,184,9,1000,N,1,12,24929 Spaight Junction,3796,2,Australia,8,0.58,0.725,0.725,0.61625,520,520,0.8375,23402.0
522,Worthington,Cohane,1,60,1991-01-23,35,1,20000,N,0,2,846 Daystar Lane,2000,0,Australia,12,0.56,0.56,0.7000000000000001,0.7000000000000001,520,520,0.8375,10733.0
523,Bailey,Bereford,1,44,1950-09-30,144,0,40000,N,1,11,36 Golf Course Circle,2444,0,Australia,6,0.53,0.6625000000000001,0.6625000000000001,0.6625000000000001,524,524,0.83671875,25458.0
524,Perry,Whitehurst,1,79,1980-05-29,165,5,20000,N,1,8,0 Nelson Crossing,3155,2,Australia,7,0.7,0.875,0.875,0.875,524,524,0.83671875,14624.0
525,Antony,Tuma,1,11,1954-03-10,65,8,20000,N,1,13,93264 Almo Plaza,3078,2,Australia,10,1.1,1.375,1.71875,1.71875,526,526,0.833,24201.0
526,Corene,Hallgate,0,26,1964-11-06,184,2,1000,N,1,14,2109 Shoshone Court,3103,2,Australia,12,0.7,0.875,1.09375,0.9296875,526,526,0.833,20307.0
527,Nico,Chadwick,1,97,1953-05-24,131,2,40000,N,0,13,355 Roxbury Lane,3190,2,Australia,8,0.77,0.77,0.9625,0.9625,526,526,0.833,24491.0
528,Joline,Skipperbottom,0,59,1972-06-27,52,9,20000,N,0,9,2 Warrior Crossing,2161,0,Australia,9,1.02,1.02,1.275,1.275,529,529,0.83,17517.0
529,Ivy,Farr,0,56,1973-07-03,106,4,20000,N,0,19,08470 Kingsford Lane,2120,0,Australia,11,0.58,0.58,0.725,0.725,530,530,0.8287500000000001,17146.0
530,Dallas,Lavalde,0,18,1998-12-19,112,9,1000,N,0,12,16898 Donald Plaza,2323,0,Australia,4,0.89,0.89,0.89,0.7565,530,530,0.8287500000000001,7846.0
531,Amabel,,0,71,1981-09-14,35,2,1000,N,1,9,3128 Mallory Pass,2144,0,Australia,6,0.6,0.75,0.75,0.6375,530,530,0.8287500000000001,14151.0
532,Hilario,McCulloch,1,61,1986-01-10,111,7,1000,N,0,8,799 Luster Road,3051,2,Australia,8,0.7,0.7,0.7,0.595,530,530,0.8287500000000001,12572.0
533,Jim,Haddrell,1,55,1955-04-08,23,2,1000,N,0,9,53 Dryden Trail,2358,0,Australia,3,0.82,0.82,0.82,0.697,530,530,0.8287500000000001,23807.0
534,Jacobo,Mucklow,1,62,1952-12-04,40,2,20000,N,1,22,5512 Ronald Regan Hill,3122,2,Australia,8,0.67,0.8375,0.8375,0.8375,530,530,0.8287500000000001,24662.0
535,Gretel,Paschke,0,10,1956-05-29,58,2,1000,N,1,17,72 Melrose Street,4074,1,Australia,7,0.76,0.95,0.95,0.8075,536,536,0.8250000000000001,23390.0
536,Jethro,Mertel,1,16,1978-12-10,146,0,1000,N,1,15,3460 Dapin Street,2262,0,Australia,6,0.81,1.0125,1.0125,0.8606250000000001,536,536,0.8250000000000001,15160.0
537,Dwain,Hatch,1,62,1994-11-16,93,3,40000,N,0,15,5 Hovde Lane,3028,2,Australia,8,1.05,1.05,1.05,1.05,536,536,0.8250000000000001,9340.0
538,Lucretia,D'Agostini,0,41,1978-12-14,48,5,20000,N,0,15,4 Gale Center,3185,2,Australia,7,0.66,0.66,0.66,0.66,536,536,0.8250000000000001,15156.0
539,Claude,Bowstead,0,37,1997-11-29,12,5,1000,N,0,7,5263 Stone Corner Crossing,2217,0,Australia,12,0.82,0.82,1.025,0.8712499999999999,536,536,0.8250000000000001,8231.0
540,Donn,MacGregor,1,80,1965-04-22,36,5,20000,N,0,5,0439 Mandrake Park,2046,0,Australia,10,0.86,0.86,1.075,1.075,536,536,0.8250000000000001,20140.0
541,Laurel,Devennie,0,78,1976-09-25,175,5,40000,N,0,13,069 Hoard Pass,4352,1,Australia,5,0.66,0.66,0.66,0.66,536,536,0.8250000000000001,15966.0
542,Elvira,Darthe,0,10,1975-04-08,10,2,40000,N,0,16,89 Green Ridge Point,2168,0,Australia,9,0.58,0.58,0.725,0.725,536,536,0.8250000000000001,16502.0
543,Angie,Tansley,1,68,1950-11-30,177,5,1000,N,0,8,8 Cardinal Junction,2444,0,Australia,7,0.82,0.82,0.82,0.697,544,544,0.8245,25397.0
544,Terrence,Dalligan,1,60,1998-02-19,34,5,20000,N,1,2,240 Main Hill,3200,2,Australia,6,0.89,1.1125,1.1125,1.1125,544,544,0.8245,8149.0
545,Katy,Crooke,0,0,1977-06-30,69,3,1000,N,0,13,67081 Burrows Center,2111,0,Australia,12,0.5,0.5,0.625,0.53125,546,546,0.8234374999999999,15688.0
546,Sammy,Borsi,0,99,1972-04-27,8,2,1000,N,0,5,0 Kipling Way,2289,0,Australia,7,0.52,0.52,0.65,0.5525,546,546,0.8234374999999999,17578.0
547,Morganica,Ainsbury,0,37,1973-01-06,141,1,20000,N,1,9,1 Raven Way,2151,0,Australia,10,0.5,0.625,0.78125,0.78125,546,546,0.8234374999999999,17324.0
548,Nils,Champion,1,69,1984-07-06,120,7,40000,N,0,13,261 Holy Cross Park,2750,0,Australia,9,0.54,0.54,0.675,0.675,549,549,0.82,13125.0
549,Beverlee,Querree,0,42,1991-04-21,94,2,20000,N,1,12,891 Ohio Terrace,2075,0,Australia,12,0.41,0.5125,0.640625,0.640625,549,549,0.82,10645.0
550,Cami,Eitter,0,34,1979-01-03,113,5,20000,N,1,11,1408 Hovde Circle,3081,2,Australia,9,1.05,1.3125,1.640625,1.640625,551,551,0.818125,15136.0
551,Reiko,Degenhardt,0,83,1976-01-16,68,2,20000,N,1,5,50897 Northfield Road,4280,1,Australia,6,0.55,0.6875,0.859375,0.859375,552,552,0.816,16219.0
552,Cord,Dunsmore,1,12,1999-04-21,89,5,1000,N,1,13,596 Boyd Park,4301,1,Australia,3,1.0,1.25,1.25,1.0625,552,552,0.816,7723.0
553,Gabey,Kennicott,0,55,1958-05-14,53,2,40000,N,0,17,8 Fordem Place,2322,0,Australia,6,0.96,0.96,0.96,0.96,552,552,0.816,22675.0
554,Jacqui,Devey,0,79,1995-10-01,19,2,20000,N,1,13,656 Kennedy Crossing,2261,0,Australia,8,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,555,555,0.8125,9021.0
555,Byrom,Ramas,1,23,1993-11-02,82,5,20000,N,0,12,2 Jackson Place,2528,0,Australia,7,0.57,0.57,0.57,0.57,555,555,0.8125,9719.0
556,Worthington,Ahmed,1,79,1972-03-24,139,2,20000,N,0,13,39408 Manufacturers Road,3335,2,Australia,3,0.48,0.48,0.48,0.48,555,555,0.8125,17612.0
557,Chico,Dye,1,46,1994-02-04,154,5,20000,N,0,13,168 Schlimgen Center,2526,0,Australia,9,0.87,0.87,1.0875,1.0875,555,555,0.8125,9625.0
558,Davidde,Cockroft,1,70,1947-04-21,72,5,20000,N,0,8,8 Kim Avenue,2158,0,Australia,12,1.05,1.05,1.3125,1.3125,555,555,0.8125,26716.0
559,Charlie,Dmych,1,60,1950-03-31,0,5,20000,N,0,13,920 Cambridge Way,2263,0,Australia,6,0.83,0.83,0.83,0.83,555,555,0.8125,25641.0
560,Donn,Chaney,1,15,1951-01-29,129,9,1000,N,0,13,4 Schlimgen Trail,4701,1,Australia,3,0.44,0.44,0.44,0.374,561,561,0.81015625,25337.0
561,Kamila,Parsonage,0,80,1954-03-08,184,6,1000,N,0,5,31 Mccormick Court,4131,1,Australia,8,0.9,0.9,0.9,0.765,562,562,0.81,24203.0
562,Barth,Sapshed,1,4,1994-06-16,66,2,1000,N,1,13,65 Milwaukee Lane,4520,1,Australia,10,0.49,0.6125,0.765625,0.65078125,563,563,0.8075,9493.0
563,Padriac,Collacombe,1,67,1967-04-07,146,3,40000,N,0,13,76 Mendota Park,2090,0,Australia,10,0.57,0.57,0.7124999999999999,0.7124999999999999,563,563,0.8075,19425.0
564,Olive,Mozzi,0,87,1955-07-06,5,7,40000,N,1,20,26667 Rigney Place,2567,0,Australia,9,0.85,1.0625,1.328125,1.328125,563,563,0.8075,23718.0
565,Benedict,Rosas,1,73,1955-11-25,14,2,20000,N,1,15,898 Muir Court,2142,0,Australia,6,0.92,1.15,1.15,1.15,563,563,0.8075,23576.0
566,Virginia,De Antoni,0,17,1964-03-14,66,8,20000,N,1,12,88093 Pierstorff Plaza,2030,0,Australia,10,0.61,0.7625,0.953125,0.953125,563,563,0.8075,20544.0
567,Nicolas,O'Donnell,1,40,1986-09-25,89,9,1000,N,1,14,3319 Anthes Crossing,3177,2,Australia,7,0.83,1.0375,1.0375,0.8818749999999999,568,568,0.8,12314.0
568,Oswald,MacCarlich,1,81,1991-11-24,21,1,1000,N,0,14,16 Mosinee Place,4717,1,Australia,1,0.78,0.78,0.9750000000000001,0.8287500000000001,568,568,0.8,10428.0
569,Ailyn,Howgate,0,66,2001-09-27,59,5,1000,N,1,2,197 Northport Plaza,4213,1,Australia,7,0.92,1.15,1.15,0.9775,568,568,0.8,6833.0
570,Karol,Salthouse,0,53,1968-07-29,130,2,1000,N,1,18,10236 Mifflin Avenue,2570,0,Australia,8,0.68,0.8500000000000001,0.8500000000000001,0.7225,568,568,0.8,18946.0
571,Esdras,Birchett,1,81,1950-12-09,21,1,1000,N,1,21,5287 Clarendon Plaza,2258,0,Australia,9,0.87,1.0875,1.359375,1.15546875,568,568,0.8,25388.0
572,Wilfrid,Gertray,1,1,1942-08-23,10,2,1000,N,0,16,38407 Sutteridge Circle,2766,0,Australia,8,0.47,0.47,0.47,0.3995,568,568,0.8,28418.0
573,Charmain,Styles,0,49,1965-02-25,114,6,20000,N,1,18,423 Holy Cross Lane,3029,2,Australia,7,0.78,0.9750000000000001,0.9750000000000001,0.9750000000000001,574,574,0.7989999999999999,20196.0
574,Harlene,Nono,2,69,,87,4,1000,N,0,12,0307 Namekagon Crossing,2170,0,Australia,7,0.76,0.76,0.76,0.646,575,575,0.796875,17950.413021363172
575,Kirsteni,Gritskov,0,66,1998-05-12,184,9,1000,N,0,4,743 Stuart Terrace,2560,0,Australia,7,0.58,0.58,0.58,0.4929999999999999,575,575,0.796875,8067.0
576,Bobby,Summersby,1,90,1943-10-27,137,2,40000,N,0,7,1478 Oak Valley Park,3350,2,Australia,2,0.8,0.8,1.0,1.0,575,575,0.796875,27988.0
577,Shepherd,Dutchburn,1,33,1976-08-12,144,2,20000,N,1,9,8970 Anhalt Junction,2160,0,Australia,9,0.97,1.2125,1.515625,1.515625,575,575,0.796875,16010.0
578,Berenice,Kaesmakers,0,64,1994-10-15,138,7,1000,N,0,11,563 Waywood Park,2145,0,Australia,9,1.1,1.1,1.375,1.16875,575,575,0.796875,9372.0
579,Jesse,Crosio,1,75,1994-04-15,45,9,1000,N,1,13,9313 Mayer Street,3133,2,Australia,8,0.72,0.8999999999999999,0.8999999999999999,0.7649999999999999,575,575,0.796875,9555.0
580,Cordi,Thornton,0,47,1973-01-04,165,8,1000,N,0,11,2978 Mccormick Center,2028,0,Australia,10,0.89,0.89,1.1125,0.945625,575,575,0.796875,17326.0
581,Debbie,Tillman,0,3,1990-07-06,0,5,20000,N,1,13,527 Jay Trail,4551,1,Australia,8,0.97,1.2125,1.2125,1.2125,582,582,0.79,10934.0
582,Judie,Pirkis,0,2,1995-07-18,125,9,40000,N,1,4,6 Loftsgordon Pass,2111,0,Australia,11,0.45,0.5625,0.703125,0.703125,583,583,0.7875,9096.0
583,Flin,Yoskowitz,1,9,1995-12-17,127,3,1000,N,1,11,9940 Manley Drive,2574,0,Australia,7,0.94,1.175,1.175,0.9987499999999998,583,583,0.7875,8944.0
584,Noel,Sturch,0,26,1951-10-28,64,3,1000,N,0,10,0736 West Crossing,3585,2,Australia,1,1.04,1.04,1.04,0.884,583,583,0.7875,25065.0
585,Letizia,Poore,0,27,1938-08-30,182,5,40000,N,0,15,95796 Mcbride Drive,3677,2,Australia,3,0.81,0.81,0.81,0.81,583,583,0.7875,29872.0
586,Raynard,,1,32,1996-04-13,162,3,40000,N,0,14,20187 Loomis Court,4132,1,Australia,6,0.93,0.93,0.93,0.93,587,587,0.78625,8826.0
587,Kiley,Grunder,1,95,1994-04-17,44,2,40000,N,1,1,17393 Colorado Hill,4006,1,Australia,8,0.59,0.7374999999999999,0.9218749999999999,0.9218749999999999,587,587,0.78625,9553.0
588,Ethelred,Sissel,1,83,1974-12-25,117,3,20000,N,0,18,65 Rutledge Parkway,2539,0,Australia,8,0.58,0.58,0.725,0.725,587,587,0.78625,16606.0
589,Dena,Pabst,0,39,1987-04-20,1,5,20000,N,1,17,02023 Loeprich Drive,3037,2,Australia,7,1.08,1.35,1.35,1.35,590,590,0.7835937499999999,12107.0
590,Wyndham,Woolford,1,1,1979-10-22,63,5,1000,N,0,10,9107 Pine View Plaza,3977,2,Australia,6,0.68,0.68,0.68,0.5780000000000001,591,591,0.782,14844.0
591,Rochette,Haddacks,0,44,1996-05-10,170,7,40000,N,1,13,822 Di Loreto Junction,3020,2,Australia,8,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,591,591,0.782,8799.0
592,Jamal,Dudgeon,1,83,1965-02-09,95,2,1000,N,0,7,2712 Namekagon Crossing,3029,2,Australia,5,0.81,0.81,1.0125,0.8606250000000001,591,591,0.782,20212.0
593,Levin,Coxen,1,13,1955-10-22,6,6,1000,N,0,20,32 Hazelcrest Court,2753,0,Australia,8,0.7,0.7,0.7,0.595,594,594,0.78125,23610.0
594,Marinna,Kauschke,0,21,1973-03-15,137,2,40000,N,1,8,9 Forster Circle,3174,2,Australia,3,0.86,1.075,1.075,1.075,595,595,0.775625,17256.0
595,Kyle,Michie,0,6,1958-07-19,102,9,1000,N,1,10,07226 Anzinger Avenue,3032,2,Australia,8,0.76,0.95,0.95,0.8075,595,595,0.775625,22609.0
596,Lanie,Cobbold,1,57,1978-12-31,144,9,1000,N,1,9,936 Porter Lane,2323,0,Australia,5,0.78,0.9750000000000001,0.9750000000000001,0.8287500000000001,595,595,0.775625,15139.0
597,Gilbert,O'Fallone,1,29,1994-11-07,21,1,20000,N,0,1,6 Havey Pass,2126,0,Australia,11,0.86,0.86,1.075,1.075,595,595,0.775625,9349.0
598,Gerianne,Kaysor,2,15,,122,4,40000,N,0,5,882 Toban Lane,2121,0,Australia,11,1.08,1.08,1.35,1.35,599,599,0.775,17950.413021363172
599,Esther,McOnie,0,59,1939-05-26,91,9,1000,N,0,14,844 Forster Place,2096,0,Australia,12,1.05,1.05,1.3125,1.115625,599,599,0.775,29603.0
600,Chaim,Kingdon,1,63,1996-01-21,39,2,40000,N,1,15,42590 Bellgrove Court,2097,0,Australia,9,0.69,0.8624999999999999,1.078125,1.078125,599,599,0.775,8909.0
601,Anson,Dearnaly,1,68,1997-06-29,45,3,40000,N,1,11,6060 Veith Crossing,2103,0,Australia,11,0.86,1.075,1.34375,1.34375,602,602,0.7735,8384.0
602,Caitrin,Critten,0,45,1973-01-29,57,5,1000,N,1,10,25 Lakeland Point,4113,1,Australia,7,0.73,0.9125,0.9125,0.775625,603,603,0.7703125,17301.0
603,Garreth,Minett,1,93,1961-05-23,111,9,40000,N,1,10,21667 Randy Crossing,3163,2,Australia,7,1.04,1.3,1.625,1.625,604,604,0.765,21570.0
604,Rozamond,Sommer,0,27,1966-09-19,107,4,40000,N,1,12,608 Dapin Court,3129,2,Australia,10,0.68,0.8500000000000001,1.0625,1.0625,604,604,0.765,19625.0
605,Annabell,Downer,0,33,1955-11-25,30,9,40000,N,0,20,8738 Lukken Terrace,2763,0,Australia,9,0.98,0.98,1.225,1.225,606,606,0.7649999999999999,23576.0
606,Maximilian,Geffen,1,96,1955-07-13,26,5,1000,N,1,20,8634 Wayridge Pass,2750,0,Australia,8,0.54,0.675,0.84375,0.7171875,606,606,0.7649999999999999,23711.0
